OCC_NO,OCC_YEAR,OCC_DATE,CLASS_ID,OCC_TYPE,ACC_INC_TYPE,PROVINCE,LOCATION,TERRAIN_TYPE,FACILITY_NAME,FACILITY_TYPE,PIPELINE_CO,PIPELINE_TYPE_CO,PROD_RELEASED_IND,PRODUCT_TYPE,QUANTITY_LOST,DETECTION_METHOD,LOCATION_ON_PIPELINE,ENVIRO_DAMAGE_IND,PROPERTY_DAMAGE_IND,FIRE_IND,EXPLOSION_IND,NO_EVACUATED,FATALITIES,SERIOUS_INJURIES,PRODUCTION_DT
P14H0048,2014,2014-05-05,5,INCIDENT,OTHER FACILITY - UNCONTAINED RELEASE,NOVA SCOTIA,DARTMOUTH,MARGINAL LAND,HALIFAX LATERAL,TRANSMISSION LINE,MARITIMES AND NORTHEAST PIPELINE,GAS,YES,NATURAL GAS,30,PIPELINE EMPLOYEE,VALVE POSITIONER,NO,NO,NO,NO,0,0,0,2017-03-15T16:18:52
P14H0049,2014,2014-05-02,5,INCIDENT,GAS PROCESSING PLANT - 3RD PARTY DAMAGE NO RELEASE,BRITISH COLUMBIA,FORT ST. JOHN,STATION PROPERTY,AITKEN GAS PLANT,GAS PROCESSING PLANT,WESTCOAST ENERGY (SPECTRA),GAS,NO,N/A,0,PIPELINE EMPLOYEE,LIQUID LINE,NO,NO,NO,NO,0,0,0,2017-03-15T16:18:52
P14H0050,2014,2014-04-08,5,INCIDENT,PUMP STATION - UNCONTAINED RELEASE,SASKATCHEWAN,KERROBERT,STATION PROPERTY,KERROBERT PUMP STATION,PUMP STATION,ENBRIDGE PIPELINES INC. (FORMERLY IPL),LVP/HVP,YES,PETROLEUM CRUDE OIL,,PIPELINE EMPLOYEE,O-RING,NO,NO,NO,NO,0,0,0,2017-03-15T16:18:52
P14H0051,2014,2014-04-08,5,INCIDENT,PUMP STATION - UNCONTAINED RELEASE,SASKATCHEWAN,KERROBERT,STATION PROPERTY,KERROBERT PUMP STATION,PUMP STATION,ENBRIDGE PIPELINES INC. (FORMERLY IPL),LVP/HVP,YES,PETROLEUM CRUDE OIL,,PIPELINE EMPLOYEE,VALVE STEM SEAL,NO,NO,NO,NO,0,0,0,2017-03-15T16:18:52
P14H0052,2014,2014-04-10,5,INCIDENT,PUMP STATION - UNCONTAINED RELEASE,ONTARIO,SARNIA,STATION PROPERTY,SARNIA TERMINAL,TERMINAL,ENBRIDGE PIPELINES INC. (FORMERLY IPL),LVP/HVP,YES,PETROLEUM CRUDE OIL,0.02,PIPELINE EMPLOYEE,PROVER DOOR SEAL,NO,NO,NO,NO,0,0,0,2017-03-15T16:18:52
P14H0053,2014,2014-04-10,5,INCIDENT,PUMP STATION - UNCONTAINED RELEASE,MANITOBA,SOURIS,STATION PROPERTY,SOURIS PUMP STATION,PUMP STATION,ENBRIDGE PIPELINES INC. (FORMERLY IPL),LVP/HVP,YES,PETROLEUM CRUDE OIL,0.05,PIPELINE EMPLOYEE,PUMP UNIT DRAIN LINE,NO,NO,NO,NO,0,0,0,2017-03-15T16:18:52
P14H0054,2014,2014-04-14,5,INCIDENT,PUMP STATION - UNCONTAINED RELEASE,SASKATCHEWAN,HERSCHEL,STATION PROPERTY,HERSCHEL PUMP STATION,PUMP STATION,ENBRIDGE PIPELINES INC. (FORMERLY IPL),LVP/HVP,YES,CONDENSATE,,SCADA,PUMP CASING WELD,NO,NO,NO,NO,0,0,0,2017-03-15T16:18:52
P14H0055,2014,2014-04-24,5,INCIDENT,PUMP STATION - UNCONTAINED RELEASE,ALBERTA,HARDISTY,STATION PROPERTY,HARDISTY PUMP STATION,PUMP STATION,ENBRIDGE PIPELINES INC. (FORMERLY IPL),LVP/HVP,YES,PETROLEUM CRUDE OIL,0.17,SCADA,PUMP SEAL,NO,NO,NO,NO,0,0,0,2017-03-15T16:18:52
P14H0056,2014,2014-05-07,5,INCIDENT,OTHER FACILITY - UNCONTAINED RELEASE,ALBERTA,FORT SASKATCHEWAN,STATION PROPERTY,KEYERA DELIVERY FACILITY,INJECTION/DELIVERY FACILITY,COCHIN PIPELINES LTD (KINDER MORGAN),HVP,YES,CONDENSATE,,PIPELINE EMPLOYEE,PIPE NIPPLE,NO,NO,NO,NO,0,0,0,2017-03-15T16:18:52
P14H0057,2014,2014-05-12,5,INCIDENT,GAS PROCESSING PLANT - UNCONTAINED RELEASE,BRITISH COLUMBIA,TAYLOR,STATION PROPERTY,MCMAHON PLANT,GAS PROCESSING PLANT,WESTCOAST ENERGY (SPECTRA),GAS,YES,OTHER,19,PIPELINE EMPLOYEE,FITTING,NO,NO,NO,NO,0,0,0,2017-03-15T16:18:52
P14H0059,2014,2014-04-23,5,INCIDENT,LINE PIPE - OTHER,BRITISH COLUMBIA,KAMLOOPS,RESIDENTIAL,MAINLINE,TRANSMISSION LINE,TRANS MOUNTAIN PIPELINE (KINDER MORGAN),LVP/HVP,NO,N/A,0,PIPELINE EMPLOYEE,PIPE BODY,NO,NO,NO,NO,0,0,0,2017-03-15T16:18:52
P14H0060,2014,2014-05-26,5,INCIDENT,LINE PIPE - UNCONTAINED RELEASE,ALBERTA,VEGREVILLE,AGRICULTURAL LAND,NPS 20 NORTH LATERAL EXTENSION LOOP,TRANSMISSION LINE,NOVA GAS TRANSMISSION (TRANSCANADA),GAS,YES,NATURAL GAS,,OUTSIDE PARTY,PIPE BODY,NO,NO,NO,NO,0,0,0,2017-03-15T16:18:52
P14H0061,2014,2014-05-27,5,INCIDENT,LINE PIPE - 3RD PARTY DAMAGE NO RELEASE,QUEBEC,DUNHAM,RESIDENTIAL,"24""",TRANSMISSION LINE,MONTREAL PIPELINE LTD.,LVP,NO,N/A,0,PIPELINE EMPLOYEE,PIPE BODY,NO,NO,NO,NO,0,0,0,2017-03-15T16:18:52
P14H0062,2014,2014-05-27,5,INCIDENT,COMPRESSOR STATION - UNCONTAINED RELEASE,MANITOBA,PORTAGE LA PRAIRIE,STATION PROPERTY,COMPRESSOR STATION 34,COMPRESSOR STATION,TRANSCANADA PIPELINES LTD.,GAS,YES,NATURAL GAS,,OUTSIDE PARTY,BLOW-OFF VALVES,NO,NO,NO,NO,0,0,0,2017-03-15T16:18:52
P14H0063,2014,2014-05-31,5,INCIDENT,PUMP STATION - OTHER,ONTARIO,OAKVILLE,STATION PROPERTY,OAKVILLE PUMP STATION,PUMP STATION,TRANS-NORTHERN PIPELINES INC.,LVP,NO,N/A,0,SCADA,PIPE BODY,NO,NO,NO,NO,0,0,0,2017-03-15T16:18:52
P14H0064,2014,2014-06-01,5,INCIDENT,COMPRESSOR STATION - UNCONTAINED RELEASE,ALBERTA,MORINVILLE,STATION PROPERTY,MORINVILLE COMPRESSOR STATION,COMPRESSOR STATION,ALLIANCE PIPELINE,GAS,YES,NATURAL GAS,160000,OUTSIDE PARTY,PRESSURE SAFETY VALVE,NO,NO,NO,NO,0,0,0,2017-03-15T16:18:52
P14H0065,2014,2014-03-17,5,INCIDENT,PUMP STATION - UNCONTAINED RELEASE,ALBERTA,HARDISTY,STATION PROPERTY,HARDISTY TERMINAL,TERMINAL,KEYSTONE PIPELINE (TRANSCANADA),LVP,YES,PETROLEUM CRUDE OIL,,PIPELINE EMPLOYEE,FLANGE,NO,NO,NO,NO,0,0,0,2017-03-15T16:18:52
P14H0066,2014,2014-06-02,5,INCIDENT,LINE PIPE - UNCONTAINED RELEASE,ALBERTA,KILLAM,AGRICULTURAL LAND,NPS 6 KILLAM NORTH LATERAL,TRANSMISSION LINE,NOVA GAS TRANSMISSION (TRANSCANADA),GAS,YES,NATURAL GAS,,OUTSIDE PARTY,PIPE BODY,NO,NO,NO,NO,0,0,0,2017-03-15T16:18:52
P14H0067,2014,2014-06-04,5,INCIDENT,PUMP STATION - UNCONTAINED RELEASE,SASKATCHEWAN,KERROBERT,STATION PROPERTY,KERROBERT TERMINAL,TERMINAL,ENBRIDGE PIPELINES INC. (FORMERLY IPL),LVP/HVP,YES,NATURAL GAS LIQUIDS,,SCADA,SAMPLE CYLINDER,NO,NO,NO,NO,0,0,0,2017-03-15T16:18:52
P14H0068,2014,2014-06-10,5,INCIDENT,COMPRESSOR STATION - OTHER,BRITISH COLUMBIA,DAWSON CREEK,STATION PROPERTY,COMPRESSOR STATION 16,COMPRESSOR STATION,WESTCOAST ENERGY (SPECTRA),GAS,NO,N/A,0,PIPELINE EMPLOYEE,GENERATOR,NO,NO,YES,NO,0,0,0,2017-03-15T16:18:52
P14H0069,2014,2014-06-11,5,INCIDENT,METER STATION - UNCONTAINED RELEASE,ALBERTA,HYTHE,STATION PROPERTY,GOODFARE METER STATION,METER STATION,NOVA GAS TRANSMISSION (TRANSCANADA),GAS,YES,NATURAL GAS,,PIPELINE EMPLOYEE,ISOLATION VALVE,NO,NO,NO,NO,3,0,0,2017-03-15T16:18:52
P14H0070,2014,2014-06-12,5,INCIDENT,GAS PROCESSING PLANT - OTHER,BRITISH COLUMBIA,FORT NELSON,STATION PROPERTY,FORT NELSON PLANT,GAS PROCESSING PLANT,WESTCOAST ENERGY (SPECTRA),GAS,NO,N/A,0,SCADA,PLANT PIPING,NO,NO,NO,NO,0,0,0,2017-03-15T16:18:52
P14H0071,2014,2014-06-13,5,ACCIDENT,COMPRESSOR STATION - FIRE/EXPLOSION,BRITISH COLUMBIA,PROPHET RIVER,STATION PROPERTY,COMPRESSOR STATION N2,COMPRESSOR STATION,WESTCOAST ENERGY (SPECTRA),GAS,NO,N/A,0,PIPELINE EMPLOYEE,VENT STACK,NO,NO,YES,NO,0,0,0,2017-03-15T16:18:52
P14H0072,2014,2014-06-17,5,INCIDENT,PUMP STATION - UNCONTAINED RELEASE,SASKATCHEWAN,REGINA,STATION PROPERTY,REGINA TERMINAL,TERMINAL,ENBRIDGE PIPELINES INC. (FORMERLY IPL),LVP/HVP,YES,NATURAL GAS LIQUIDS,,SCADA,DENSITOMETER PUMP GASKET,NO,NO,NO,NO,0,0,0,2017-03-15T16:18:52
P14H0073,2014,2014-06-18,5,INCIDENT,COMPRESSOR STATION - UNCONTAINED RELEASE,ONTARIO,GERALDTON,STATION PROPERTY,COMPRESSOR STATION 80,COMPRESSOR STATION,TRANSCANADA PIPELINES LTD.,GAS,YES,NATURAL GAS,,PIPELINE EMPLOYEE,TUBING,NO,NO,NO,NO,0,0,0,2017-03-15T16:18:52
P14H0074,2014,2014-06-20,5,INCIDENT,COMPRESSOR STATION - UNCONTAINED RELEASE,ONTARIO,GERALDTON,STATION PROPERTY,COMPRESSOR STATION 80,COMPRESSOR STATION,TRANSCANADA PIPELINES LTD.,GAS,YES,NATURAL GAS,,PIPELINE EMPLOYEE,PIPING,NO,NO,NO,NO,0,0,0,2017-03-15T16:18:52
P14H0075,2014,2014-05-15,5,INCIDENT,PUMP STATION - UNCONTAINED RELEASE,MANITOBA,GLENBORO,STATION PROPERTY,GLENBORO PUMP STATION,PUMP STATION,ENBRIDGE PIPELINES INC. (FORMERLY IPL),LVP/HVP,YES,PETROLEUM CRUDE OIL,,PIPELINE EMPLOYEE,VALVE STEM SEAL,NO,NO,NO,NO,0,0,0,2017-03-15T16:18:52
P14H0076,2014,2014-05-21,5,INCIDENT,PUMP STATION - UNCONTAINED RELEASE,ALBERTA,KINGMAN,STATION PROPERTY,KINGMAN PUMP STATION,PUMP STATION,ENBRIDGE PIPELINES INC. (FORMERLY IPL),LVP/HVP,YES,PETROLEUM CRUDE OIL,,PIPELINE EMPLOYEE,VALVE STEM PACKING,NO,NO,NO,NO,0,0,0,2017-03-15T16:18:52
P14H0077,2014,2014-05-21,5,INCIDENT,PUMP STATION - UNCONTAINED RELEASE,ALBERTA,EDMONTON,STATION PROPERTY,EDMONTON TERMINAL,TERMINAL,ENBRIDGE PIPELINES INC. (FORMERLY IPL),LVP/HVP,YES,PETROLEUM CRUDE OIL,0.16,PIPELINE EMPLOYEE,0-RING,NO,NO,NO,NO,0,0,0,2017-03-15T16:18:52
P14H0078,2014,2014-05-23,5,INCIDENT,PUMP STATION - UNCONTAINED RELEASE,SASKATCHEWAN,KERROBERT,STATION PROPERTY,KERROBERT PUMP STATION,PUMP STATION,ENBRIDGE PIPELINES INC. (FORMERLY IPL),LVP/HVP,YES,PETROLEUM CRUDE OIL,,PIPELINE EMPLOYEE,SWITCH ELEMENT,NO,NO,NO,NO,0,0,0,2017-03-15T16:18:52
P14H0079,2014,2014-05-26,5,INCIDENT,PUMP STATION - UNCONTAINED RELEASE,ALBERTA,HARDISTY,STATION PROPERTY,HARDISTY PUMP STATION,PUMP STATION,ENBRIDGE PIPELINES INC. (FORMERLY IPL),LVP/HVP,YES,PETROLEUM CRUDE OIL,0.25,SCADA,PUMP SEAL,NO,NO,NO,NO,0,0,0,2017-03-15T16:18:52
P14H0080,2014,2014-05-27,5,INCIDENT,PUMP STATION - UNCONTAINED RELEASE,MANITOBA,CROMER,STATION PROPERTY,CROMER PUMP STATION,PUMP STATION,ENBRIDGE PIPELINES INC. (FORMERLY IPL),LVP/HVP,YES,PETROLEUM CRUDE OIL,1.25,PIPELINE EMPLOYEE,PUMP SEAL,NO,NO,NO,NO,0,0,0,2017-03-15T16:18:52
P14H0081,2014,2014-05-25,5,INCIDENT,METER STATION - UNCONTAINED RELEASE,ALBERTA,GRANDE PRAIRIE,STATION PROPERTY,MOOSE RIVER METER STATION,METER STATION,ALLIANCE PIPELINE,GAS,YES,NATURAL GAS,,SCADA,REGULATOR,NO,NO,NO,NO,0,0,0,2017-03-15T16:18:52
P14H0082,2014,2014-05-12,5,INCIDENT,PUMP STATION - UNCONTAINED RELEASE,ALBERTA,EDMONTON,STATION PROPERTY,HARDISTY TERMINAL,TERMINAL,KEYSTONE PIPELINE (TRANSCANADA),LVP,YES,PETROLEUM CRUDE OIL,0.04,SCADA,PRESSURE SAFETY VALVE,NO,NO,NO,NO,0,0,0,2017-03-15T16:18:52
P14H0083,2014,2014-07-03,5,INCIDENT,OTHER FACILITY - UNCONTAINED RELEASE,ONTARIO,ARNPRIOR,MARGINAL LAND,LINE 1200-1,TRANSMISSION LINE,TRANSCANADA PIPELINES LTD.,GAS,YES,NATURAL GAS,1E-7,PIPELINE EMPLOYEE,SCRUBBER,NO,NO,NO,NO,0,0,0,2017-03-15T16:18:52
P14H0084,2014,2014-07-06,5,INCIDENT,METER STATION - UNCONTAINED RELEASE,ALBERTA,CROSSFIELD,AGRICULTURAL LAND,CROSSFIELD EAST #3 RECEIPT METER STATION,METER STATION,NOVA GAS TRANSMISSION (TRANSCANADA),GAS,YES,NATURAL GAS,1E-7,PIPELINE EMPLOYEE,FLANGE,NO,NO,NO,NO,0,0,0,2017-03-15T16:18:52
P14H0085,2014,2014-07-04,5,INCIDENT,LINE PIPE - DISTURB. OF SUPPORT ENVIRO. NO RELEASE,ONTARIO,TORONTO (S. OF RICHMOND HILL),INDUSTRIAL,MAINLINE,TRANSMISSION LINE,TRANS-NORTHERN PIPELINES INC.,LVP,NO,N/A,0,PIPELINE EMPLOYEE,PIPE BODY,NO,NO,NO,NO,0,0,0,2017-03-15T16:18:52
P14H0086,2014,2014-07-18,5,INCIDENT,OTHER FACILITY - UNCONTAINED RELEASE,BRITISH COLUMBIA,DAWSON CREEK,MARGINAL LAND,"26"" ALBERTA MAINLINE",TRANSMISSION LINE,WESTCOAST ENERGY (SPECTRA),GAS,YES,NATURAL GAS,,PIPELINE EMPLOYEE,VALVE,NO,NO,YES,NO,0,0,0,2017-03-15T16:18:52
P14H0087,2014,2014-07-18,5,INCIDENT,LINE PIPE - DISTURB. OF SUPPORT ENVIRO. NO RELEASE,BRITISH COLUMBIA,MCLEOD LAKE,MARGINAL LAND,MAINLINE,TRANSMISSION LINE,WESTCOAST ENERGY (SPECTRA),GAS,NO,N/A,0,PIPELINE EMPLOYEE,PIPE BODY,NO,NO,NO,NO,0,0,0,2017-03-15T16:18:52
P14H0088,2014,2014-07-24,5,INCIDENT,METER STATION - 3RD PARTY DAMAGE NO RELEASE,ALBERTA,CONKLIN,STATION PROPERTY,SUNDAY CREEK SALES SOUTH METER STATION,METER STATION,NOVA GAS TRANSMISSION (TRANSCANADA),GAS,NO,N/A,0,PIPELINE EMPLOYEE,POWER GAS PIPING,NO,NO,NO,NO,0,0,0,2017-03-15T16:18:52
P14H0089,2014,2014-06-02,5,INCIDENT,PUMP STATION - UNCONTAINED RELEASE,MANITOBA,CARMAN,STATION PROPERTY,CARMAN PUMP STATION NO. 26,PUMP STATION,KEYSTONE PIPELINE (TRANSCANADA),LVP,YES,PETROLEUM CRUDE OIL,0.00025,PIPELINE EMPLOYEE,VALVE,NO,NO,NO,NO,0,0,0,2017-03-15T16:18:52
P14H0090,2014,2014-06-03,5,INCIDENT,PUMP STATION - UNCONTAINED RELEASE,SASKATCHEWAN,KERROBERT,STATION PROPERTY,KERROBERT TERMINAL,TERMINAL,ENBRIDGE PIPELINES INC. (FORMERLY IPL),LVP/HVP,YES,CONDENSATE,0.0005,PIPELINE EMPLOYEE,VALVE,NO,NO,NO,NO,0,0,0,2017-03-15T16:18:52
P14H0091,2014,2014-06-09,5,INCIDENT,PUMP STATION - UNCONTAINED RELEASE,ONTARIO,CARDINAL,STATION PROPERTY,CARDINAL PUMP STATION,PUMP STATION,ENBRIDGE PIPELINES INC. (FORMERLY IPL),LVP/HVP,YES,PETROLEUM CRUDE OIL,0.0003,PIPELINE EMPLOYEE,VALVE,NO,NO,NO,NO,0,0,0,2017-03-15T16:18:52
P14H0092,2014,2014-06-15,5,INCIDENT,PUMP STATION - UNCONTAINED RELEASE,SASKATCHEWAN,REGINA,STATION PROPERTY,REGINA TERMINAL,TERMINAL,ENBRIDGE PIPELINES INC. (FORMERLY IPL),LVP/HVP,YES,CONDENSATE,0.02,PIPELINE EMPLOYEE,TRANSFER HOSE,NO,NO,NO,NO,0,0,0,2017-03-15T16:18:52
P14H0093,2014,2014-06-20,5,INCIDENT,PUMP STATION - UNCONTAINED RELEASE,SASKATCHEWAN,KERROBERT,STATION PROPERTY,KERROBERT TERMINAL,TERMINAL,ENBRIDGE PIPELINES INC. (FORMERLY IPL),LVP/HVP,YES,PETROLEUM CRUDE OIL,0.02,PIPELINE EMPLOYEE,VALVE STEM,NO,NO,NO,NO,0,0,0,2017-03-15T16:18:52
P14H0094,2014,2014-06-28,5,INCIDENT,PUMP STATION - UNCONTAINED RELEASE,SASKATCHEWAN,ALIDA,STATION PROPERTY,ALIDA TERMINAL,TERMINAL,ENBRIDGE PIPELINES (WESTPUR) INC.,LVP,YES,PETROLEUM CRUDE OIL,0.12,OUTSIDE PARTY,UNLOADING HOSE,NO,NO,NO,NO,0,0,0,2017-03-15T16:18:52
P14H0095,2014,2014-07-12,5,INCIDENT,OTHER FACILITY - 3RD PARTY DAMAGE NO RELEASE,BRITISH COLUMBIA,WONOWON,MARGINAL LAND,KOBES,GATHERING LINE,WESTCOAST ENERGY (SPECTRA),GAS,NO,N/A,0,OUTSIDE PARTY,FLARE LINE,NO,NO,NO,NO,0,0,0,2017-03-15T16:18:52
P14H0096,2014,2014-07-21,5,INCIDENT,LINE PIPE - DISTURB. OF SUPPORT ENVIRO. NO RELEASE,ONTARIO,WESTOVER,AGRICULTURAL LAND,LINE 9,TRANSMISSION LINE,ENBRIDGE PIPELINES INC. (FORMERLY IPL),LVP/HVP,NO,N/A,0,RIGHT OF WAY SURVEILLANCE,PIPE BODY,NO,NO,NO,NO,0,0,0,2017-03-15T16:18:52
P14H0097,2014,2014-07-31,5,INCIDENT,COMPRESSOR STATION - UNCONTAINED RELEASE,ONTARIO,MAPLE (WITHIN THE CITY OF BURLINGTON),STATION PROPERTY,COMPRESSOR STATION 130,COMPRESSOR STATION,TRANSCANADA PIPELINES LTD.,GAS,YES,NATURAL GAS,1E-7,PIPELINE EMPLOYEE,COMPRESSOR UNIT PIPING,NO,NO,NO,NO,0,0,0,2017-03-15T16:18:52
P14H0098,2014,2014-08-01,5,INCIDENT,LINE PIPE - 3RD PARTY DAMAGE NO RELEASE,ONTARIO,MALLORYTOWN,AGRICULTURAL LAND,MAINLINE,TRANSMISSION LINE,TRANS-NORTHERN PIPELINES INC.,LVP,NO,N/A,0,OUTSIDE PARTY,PIPE BODY,NO,NO,NO,NO,0,0,0,2017-03-15T16:18:52
P14H0099,2014,2014-08-04,5,INCIDENT,GAS PROCESSING PLANT - UNCONTAINED RELEASE,BRITISH COLUMBIA,CHETWYND,STATION PROPERTY,PINE RIVER PLANT,GAS PROCESSING PLANT,WESTCOAST ENERGY (SPECTRA),GAS,YES,OTHER,63,PIPELINE EMPLOYEE,FITTING,NO,NO,NO,NO,0,0,0,2017-03-15T16:18:52
P14H0100,2014,2014-08-13,5,INCIDENT,PUMP STATION - UNCONTAINED RELEASE,ALBERTA,EDMONTON,STATION PROPERTY,EDMONTON TERMINAL,TERMINAL,ENBRIDGE PIPELINES INC. (FORMERLY IPL),LVP/HVP,YES,NATURAL GAS LIQUIDS,1E-6,SCADA,DENSITOMETER PUMP,NO,NO,NO,NO,0,0,0,2017-03-15T16:18:52
P14H0101,2014,2014-08-12,5,INCIDENT,LINE PIPE - UNCONTAINED RELEASE,ALBERTA,STROME,STATION PROPERTY,LINE 2,TRANSMISSION LINE,ENBRIDGE PIPELINES INC. (FORMERLY IPL),LVP/HVP,YES,PETROLEUM CRUDE OIL,0.1599,PIPELINE EMPLOYEE,PIPE BODY,NO,NO,NO,NO,0,0,0,2017-03-15T16:18:52
P14H0102,2014,2014-08-24,5,INCIDENT,GAS PROCESSING PLANT - UNCONTAINED RELEASE,BRITISH COLUMBIA,CHETWYND,STATION PROPERTY,PINE RIVER PLANT,GAS PROCESSING PLANT,WESTCOAST ENERGY (SPECTRA),GAS,YES,OTHER,8.35,PIPELINE EMPLOYEE,SULPHUR RUNDOWN PIPING,NO,NO,NO,NO,0,0,0,2017-03-15T16:18:52
P14H0103,2014,2014-08-25,5,INCIDENT,LINE PIPE - DISTURB. OF SUPPORT ENVIRO. NO RELEASE,BRITISH COLUMBIA,MCLEESE LAKE,MARGINAL LAND,MAINLINE,TRANSMISSION LINE,WESTCOAST ENERGY (SPECTRA),GAS,NO,N/A,0,RIGHT OF WAY SURVEILLANCE,PIPE BODY,NO,NO,NO,NO,0,0,0,2017-03-15T16:18:52
P14H0104,2014,2014-09-08,5,ACCIDENT,COMPRESSOR STATION - FIRE/EXPLOSION,ALBERTA,MANNING,STATION PROPERTY,MEIKLE RIVER COMPRESSOR STATION,COMPRESSOR STATION,NOVA GAS TRANSMISSION (TRANSCANADA),GAS,NO,N/A,0,PIPELINE EMPLOYEE,PCV VENT,NO,NO,YES,NO,0,0,0,2017-03-15T16:18:52
P14H0105,2014,2014-09-14,5,INCIDENT,GAS PROCESSING PLANT - OTHER,BRITISH COLUMBIA,CHETWYND,STATION PROPERTY,PINE RIVER PLANT,GAS PROCESSING PLANT,WESTCOAST ENERGY (SPECTRA),GAS,NO,N/A,0,PIPELINE EMPLOYEE,TRANSMITTER,NO,NO,NO,NO,0,0,0,2017-03-15T16:18:52
P14H0106,2014,2014-07-29,5,INCIDENT,LINE PIPE - DISTURB. OF SUPPORT ENVIRO. NO RELEASE,BRITISH COLUMBIA,SURREY,RESIDENTIAL,MAINLINE,TRANSMISSION LINE,TRANS MOUNTAIN PIPELINE (KINDER MORGAN),LVP/HVP,NO,N/A,0,PIPELINE EMPLOYEE,MAINLINE,NO,NO,NO,NO,0,0,0,2017-03-15T16:18:52
P14H0107,2014,2014-07-30,5,INCIDENT,LINE PIPE - DISTURB. OF SUPPORT ENVIRO. NO RELEASE,BRITISH COLUMBIA,BURNABY,INDUSTRIAL,168MM JET FUEL SYSTEM,TRANSMISSION LINE,TRANS MOUNTAIN PIPELINE (KINDER MORGAN),LVP/HVP,NO,N/A,0,PIPELINE EMPLOYEE,PIPE,NO,NO,NO,NO,0,0,0,2017-03-15T16:18:52
P14H0108,2014,2014-09-03,5,INCIDENT,LINE PIPE - DISTURB. OF SUPPORT ENVIRO. NO RELEASE,BRITISH COLUMBIA,FORT ST. JOHN,MARGINAL LAND,"26"" BC TRUNK",GATHERING LINE,WESTCOAST ENERGY (SPECTRA),GAS,NO,N/A,0,PIPELINE EMPLOYEE,PIPE,NO,NO,NO,NO,0,0,0,2017-03-15T16:18:52
P14H0109,2014,2014-09-22,5,INCIDENT,OTHER FACILITY - UNCONTAINED RELEASE,NEW BRUNSWICK,FLUME RIDGE,AGRICULTURAL LAND,MAINLINE,TRANSMISSION LINE,MARITIMES AND NORTHEAST PIPELINE,GAS,YES,NATURAL GAS,0.027,PIPELINE EMPLOYEE,PIG TRAP DOOR SEAL,NO,NO,NO,NO,0,0,0,2017-03-15T16:18:52
P14H0110,2014,2014-09-29,5,INCIDENT,LINE PIPE - OTHER,ONTARIO,TORONTO (S. OF NORTH YORK),RESIDENTIAL,MAINLINE,TRANSMISSION LINE,TRANS-NORTHERN PIPELINES INC.,LVP,NO,N/A,0,SCADA,PIPE BODY,NO,NO,NO,NO,0,0,0,2017-03-15T16:18:52
P14H0111,2014,2014-10-02,5,INCIDENT,GAS PROCESSING PLANT - UNCONTAINED RELEASE,BRITISH COLUMBIA,CHETWYND,STATION PROPERTY,PINE RIVER PLANT,GAS PROCESSING PLANT,WESTCOAST ENERGY (SPECTRA),GAS,YES,OTHER,0.382,PIPELINE EMPLOYEE,SULPHUR CONDENSER,NO,NO,NO,NO,0,0,0,2017-03-15T16:18:52
P14H0112,2014,2014-10-02,5,INCIDENT,GAS PROCESSING PLANT - UNCONTAINED RELEASE,BRITISH COLUMBIA,CHETWYND,STATION PROPERTY,PINE RIVER PLANT,GAS PROCESSING PLANT,WESTCOAST ENERGY (SPECTRA),GAS,YES,OTHER,0.005,PIPELINE EMPLOYEE,EXPANSION JOINT OF REHEAT EXCHANGER,NO,NO,NO,NO,0,0,0,2017-03-15T16:18:52
P14H0113,2014,2014-10-02,5,INCIDENT,GAS PROCESSING PLANT - UNCONTAINED RELEASE,BRITISH COLUMBIA,CHETWYND,STATION PROPERTY,PINE RIVER PLANT,GAS PROCESSING PLANT,WESTCOAST ENERGY (SPECTRA),GAS,YES,OTHER,0.0035,PIPELINE EMPLOYEE,PUMP SEAL,NO,NO,NO,NO,0,0,0,2017-03-15T16:18:52
P14H0114,2014,2014-10-16,5,ACCIDENT,OTHER FACILITY - FIRE/IGNITION/EXPLOSION,NORTHWEST TERRITORIES,NORMAN WELLS,MARGINAL LAND,MAINLINE,TRANSMISSION LINE,ENBRIDGE PIPELINES (NW) LTD.(FORMERLY IPL(NW) LTD),LVP,NO,N/A,0,SCADA,COMMUNICATION BUILDING AT KP 494,NO,YES,YES,NO,0,0,0,2017-03-15T16:18:52
P14H0115,2014,2014-10-19,5,INCIDENT,GAS PROCESSING PLANT - UNCONTAINED RELEASE,BRITISH COLUMBIA,CHETWYND,STATION PROPERTY,PINE RIVER PLANT,GAS PROCESSING PLANT,WESTCOAST ENERGY (SPECTRA),GAS,YES,SOUR GAS,0.000327,SCADA,GASKET,NO,NO,NO,NO,0,0,0,2017-03-15T16:18:52
P14H0116,2014,2014-09-24,5,INCIDENT,LINE PIPE - DISTURB. OF SUPPORT ENVIRO. NO RELEASE,BRITISH COLUMBIA,CHETWYND,MARGINAL LAND,MAINLINE,TRANSMISSION LINE,WESTCOAST ENERGY (SPECTRA),GAS,NO,N/A,0,PIPELINE EMPLOYEE,PIPE BODY,NO,NO,NO,NO,0,0,0,2017-03-15T16:18:52
